op_time,key,key_size,op,op_count,size,cache_hits,ttl,usecase,sub_usecase
604038474,40e66a458581a103,21,GET_LEASE,33,101,33,0,769180919,769180919
604038474,40e66a458581a103,21,GET_LEASE,36,101,36,0,769180919,769180919
604038474,40e66a458581a103,21,GET_LEASE,26,101,26,0,769180919,769180919
604038474,02965e830c04bb53,58,GET_LEASE,9,8,9,0,366387042,4180585383
604038474,912811256e97ab39,80,GET,2,248,1,0,2777918327,4180585383
604038474,749ab7237b8d0372,47,GET_LEASE,3,10,3,0,176962275,176962275
604038475,3ef8e6b5b5aa03c3,77,GET,8,41,8,0,2777918327,2497741817
604038475,4ccc6e0fdd163416,87,GET,2,8,2,0,366387042,699950563
604038475,2699f87908764e76,52,SET_LEASE,1,14,0,14400,366387042,393203707
604038475,2699f87908764e76,52,GET_LEASE,2,14,1,0,366387042,393203707
604038475,5932e164b0a32c87,24,GET,1,0,0,0,699950563,699950563
604038475,5932e164b0a32c87,24,GET,2,0,0,0,699950563,699950563
604038475,272c07b9912975c4,68,GET,2,182,2,0,366387042,1464091589
604038475,749ab7237b8d0372,47,GET_LEASE,5,10,5,0,176962275,176962275
604038475,749ab7237b8d0372,47,GET_LEASE,5,10,5,0,176962275,176962275
604038475,2b55b4f3517b812c,116,SET,1,32,0,21600,2777918327,4180585383
604038475,2b55b4f3517b812c,116,GET,1,0,0,0,2777918327,4180585383
604038475,e73014f7ad8d9feb,56,GET,2,15,2,0,366387042,1638762104
604038476,d0c707d530c159c8,47,GET_LEASE,1,51,1,0,366387042,3777769885
604038476,3ef8e6b5b5aa03c3,77,GET,16,41,16,0,2777918327,2497741817
604038476,3ef8e6b5b5aa03c3,77,GET,12,41,12,0,2777918327,2497741817
604038476,3ef8e6b5b5aa03c3,77,GET,3,41,3,0,2777918327,2497741817
604038476,3ef8e6b5b5aa03c3,77,GET,2,41,2,0,2777918327,2497741817
604038476,40e66a458581a103,21,GET_LEASE,48,101,48,0,769180919,769180919
604038476,40e66a458581a103,21,GET_LEASE,50,101,50,0,769180919,769180919
604038476,40e66a458581a103,21,GET_LEASE,27,101,27,0,769180919,769180919
604038476,40e66a458581a103,21,GET_LEASE,38,101,38,0,769180919,769180919
604038476,40e66a458581a103,21,GET_LEASE,33,101,33,0,769180919,769180919
604038476,40e66a458581a103,21,GET_LEASE,27,101,27,0,769180919,769180919
604038476,40e66a458581a103,21,GET_LEASE,31,101,31,0,769180919,769180919
604038476,db993c1d94a28a9b,65,DELETE,2,0,0,0,2777918327,2497741817
604038476,02965e830c04bb53,58,GET_LEASE,3,8,3,0,366387042,4180585383
604038476,788342a9aeac4a88,78,SET,2,66,0,3600,3041126167,3041126167
604038476,788342a9aeac4a88,78,GET,1,0,0,0,3041126167,3041126167
604038476,4dcbad8c61ec16eb,67,GET_LEASE,1,8,1,0,366387042,3041126167
604038476,afe60cd0113e2d02,49,GET_LEASE,1,27,1,0,366387042,3777769885
604038476,0476e6c972d31add,61,SET,1,19,0,14400,366387042,176962275
604038476,0476e6c972d31add,61,GET,1,0,0,0,366387042,176962275
604038476,5a802345c222ac6d,68,GET,1,8,1,0,366387042,393203707
604038477,834c19d6e7448738,23,GET,1,0,0,0,699950563,699950563
604038477,3e1f851d52badaed,77,GET,1,41,1,0,2777918327,2497741817
604038477,e93edba5618a449f,77,GET,2,41,2,0,2777918327,2497741817
604038477,db993c1d94a28a9b,65,DELETE,1,0,0,0,2777918327,3777769885
604038477,c33a381562f122c6,80,GET,1,308,1,0,2777918327,3221373501
604038477,749ab7237b8d0372,47,GET_LEASE,3,10,3,0,176962275,176962275
604038477,6813c0a8ba63ae98,63,SET_LEASE,1,8,0,14400,366387042,4180585383
604038477,6813c0a8ba63ae98,63,GET_LEASE,1,0,0,0,366387042,4180585383
604038477,06dc18edf2f5e8d7,66,GET_LEASE,1,845,1,0,366387042,2858173043
604038477,43c4a81ec3bdc46d,26,GET_LEASE,1,10,1,0,3969076272,990087310
604038477,9edec873166c3b8a,76,GET,1,14773,1,0,2777918327,4180585383
604038478,3ef8e6b5b5aa03c3,77,GET,6,41,6,0,2777918327,2497741817
604038478,82131353f9ddc8c6,48,GET,3,87,3,0,366387042,3003229276
604038478,e24ada77fc280ba0,67,GET,2,8,2,0,366387042,4180585383
604038478,2699f87908764e76,52,GET_LEASE,1,14,1,0,366387042,393203707
604038478,2699f87908764e76,52,GET_LEASE,1,14,1,0,366387042,699950563
604038478,70263d189dc51a35,62,GET_LEASE,1,8,1,0,366387042,4180585383
604038478,e21d2d14a3225c51,107,GET,1,0,0,0,1006783183,1006783183
604038478,06f69895d2397143,57,GET_LEASE,2,161,2,0,366387042,4180585383
604038478,53f17534edffbaa3,69,SET,1,11,0,7200,2777918327,3777769885
604038478,53f17534edffbaa3,69,GET,1,0,0,0,2777918327,3777769885
604038478,75a16e58e9fc28c1,78,SET,1,1521,0,1320,366387042,699950563
604038478,75a16e58e9fc28c1,78,GET,1,0,0,0,366387042,699950563
604038478,43dcece1820520e6,80,GET,1,473,1,0,2777918327,2858173043
604038478,06dc18edf2f5e8d7,66,GET_LEASE,1,845,1,0,366387042,2858173043
604038478,18701b6233def2e8,78,GET,20,5243,20,0,2777918327,4180585383
604038478,18701b6233def2e8,78,GET,24,5243,24,0,2777918327,4180585383
604038479,3ef8e6b5b5aa03c3,77,GET,11,41,11,0,2777918327,2497741817
604038479,9c94d84a5ecb36a2,81,GET,1,317,1,0,366387042,3112790321
604038479,c38d6dee4e71fc1b,80,GET,1,279,1,0,2777918327,4180585383
604038479,2699f87908764e76,52,GET_LEASE,1,14,1,0,366387042,2497741817
604038479,2699f87908764e76,52,GET_LEASE,5,14,5,0,366387042,2858173043
604038479,b6e6542a2039d3cc,72,SET,1,9,0,172800,2777918327,2117525791
604038479,b6e6542a2039d3cc,72,GET,1,0,0,0,2777918327,2117525791
604038479,b6e6542a2039d3cc,72,SET,1,9,0,172800,2777918327,2117525791
604038479,b6e6542a2039d3cc,72,GET,1,0,0,0,2777918327,2117525791
604038479,ece0c985be08d5f1,70,SET,1,17,0,240,2777918327,4180585383
604038479,ece0c985be08d5f1,70,GET,1,0,0,0,2777918327,4180585383
604038479,40e66a458581a103,21,GET_LEASE,21,101,21,0,769180919,769180919
604038479,3f8bccf96c52578a,57,GET,1,21,1,0,2777918327,4180585383
604038479,115f955924375673,80,GET,3,280,3,0,2777918327,4180585383
604038479,115f955924375673,80,GET,1,280,1,0,2777918327,4180585383
604038479,72a9289c0c8ddd29,68,SET,1,8,0,14400,366387042,4180585383
604038479,72a9289c0c8ddd29,68,GET,1,0,0,0,366387042,4180585383
604038479,0dde208ee1f1d3a9,81,GET,15,8,15,0,366387042,2746205470
604038479,f7f14b9240164dfb,60,GET_LEASE,1,46,1,0,366387042,4180585383
604038479,74840fb696a8d663,69,GET,2,9,2,0,2777918327,2117525791
604038479,8a4d69392342836b,66,SET,4,208,0,86400,2777918327,699950563
604038479,8a4d69392342836b,66,GET,6,208,6,0,2777918327,699950563
604038479,d99940798c93c1bf,74,GET,23,101,23,0,366387042,2858173043
604038479,d99940798c93c1bf,74,GET,21,101,21,0,366387042,2858173043
604038479,d99940798c93c1bf,74,GET,18,101,18,0,366387042,1968622557
604038479,9e6be40b89912d59,59,SET,1,8,0,600,366387042,3846836409
604038479,9e6be40b89912d59,59,GET,1,0,0,0,366387042,3846836409
604038479,95033512824b3085,71,GET,9,175,9,0,2777918327,759644635
604038479,b622873182c250e6,41,SET_LEASE,1,10,0,300,3112790321,3112790321
604038479,b622873182c250e6,41,GET_LEASE,1,0,0,0,3112790321,3112790321
604038479,95033512824b3085,71,GET,4,175,4,0,2777918327,759644635
604038479,3c85d42634b6bcb2,61,GET,1,39,1,0,366387042,130786328
604038479,00423a124f53d542,46,GET,1,94,1,0,366387042,130786328
604038479,006daaa826c1b4eb,61,GET,2,10,2,0,366387042,4180585383
604038479,c2e10f9d1808df0a,71,GET,1,0,0,0,2777918327,2117525791
604038479,0f4742cc2c96faa1,120,SET_LEASE,1,434,0,3432,2237575016,4180585383
604038479,0f4742cc2c96faa1,120,GET_LEASE,1,0,0,0,2237575016,4180585383
604038479,e266ea15a4718dfa,85,GET,3,1276,3,0,2777918327,4180585383
604038479,869b472a28fb77c4,91,SET,1,51,0,10800,2777918327,2497741817
604038479,869b472a28fb77c4,91,GET,1,0,0,0,2777918327,2497741817
604038479,5e1e1c639d4a60f9,64,SET,1,8,0,14400,366387042,4180585383
604038479,5e1e1c639d4a60f9,64,GET,1,0,0,0,366387042,4180585383
604038479,7af9588156a0cf3c,59,GET,1,9,1,0,2777918327,4180585383
604038479,a433ecb285617fcc,37,SET_LEASE,1,11,0,14400,366387042,3041126167
604038479,a433ecb285617fcc,37,GET_LEASE,1,0,0,0,366387042,3041126167
604038479,be1a04110848d691,70,SET,2,13,0,172800,2777918327,3777769885
604038479,be1a04110848d691,70,GET,2,0,0,0,2777918327,3777769885
604038479,9bfeb5ca0751d350,67,GET,1,657,1,0,366387042,699950563
604038479,06dc18edf2f5e8d7,66,GET,1,845,1,0,366387042,2858173043
604038479,06dc18edf2f5e8d7,66,GET_LEASE,1,845,1,0,366387042,2858173043
604038479,22b5a632892d8fc8,42,GET_LEASE,1,10,1,0,250113227,393203707
604038479,b0c26e436643e096,42,GET,1,11,1,0,366387042,2497741817
604038479,10a6b5402ed49660,69,GET,2,8,2,0,366387042,3161766633
604038479,10a6b5402ed49660,69,GET,4,8,4,0,366387042,3161766633
604038479,5c34b66836d9856f,40,GET,1,18,1,0,3362868077,3362868077
604038479,53af3f60fa48b12c,77,GET,1,8,1,0,366387042,2062553121
604038479,7df99964747904bc,68,GET,66,994,66,0,366387042,4180585383
604038479,7df99964747904bc,68,GET,72,994,72,0,366387042,2497741817
604038479,7df99964747904bc,68,GET,71,994,71,0,366387042,2497741817
604038479,7df99964747904bc,68,GET,71,994,71,0,366387042,4180585383
604038479,abf85607845c127b,83,GET,2,9,2,0,2777918327,4180585383
604038479,ae0fba4f396bb8c6,41,GET,1,0,0,0,4047016205,4047016205
604038480,bfb92a9bfba18ccc,72,GET,1,74,1,0,2777918327,4180585383
604038480,51f9bafe916fa34e,52,GET_LEASE,1,8,1,0,366387042,655456894
604038480,9c3ea55bcaff4362,56,SET_LEASE,1,185,0,600,366387042,655456894
604038480,9c3ea55bcaff4362,56,GET_LEASE,1,0,0,0,366387042,655456894
604038480,28d41c3f26da26d6,70,GET,4,92,4,0,2777918327,4180585383
604038480,91d179faf64b96bd,23,GET_LEASE,1,302,1,0,2016178865,4180585383
604038480,12a886041fc9ac44,41,GET_LEASE,1,10,1,0,3112790321,3112790321
604038480,59800f8f60e71cf6,48,SET_LEASE,1,8,0,600,366387042,2497741817
604038480,59800f8f60e71cf6,48,GET_LEASE,1,0,0,0,366387042,2497741817
604038480,e21d2d14a3225c51,107,SET,1,11,0,28800,1006783183,1006783183
604038480,2da83920a3925432,41,GET_LEASE,1,95,1,0,116459598,2497741817
604038480,0dde208ee1f1d3a9,81,GET,17,8,17,0,366387042,4180585383
604038480,0dde208ee1f1d3a9,81,GET,7,8,7,0,366387042,4180585383
604038480,092667a6327453ab,23,GET,2,0,0,0,699950563,699950563
604038480,4b22ee575eb0aa22,76,GET,1,0,0,0,2777918327,3777769885
604038480,23292672785e1806,91,SET,1,51,0,10800,2777918327,2497741817
604038480,23292672785e1806,91,GET,1,0,0,0,2777918327,2497741817
604038480,3055dd8b5acd563c,58,GET_LEASE,2,8,2,0,366387042,3846836409
604038480,db45b672053896db,85,GET,3,2090,3,0,2777918327,4180585383
604038480,4ed54dfb8fc98714,51,SET,1,8,0,14400,366387042,3243720305
604038480,4ed54dfb8fc98714,51,GET,1,0,0,0,366387042,3243720305
604038480,d75f54fb24947973,51,GET_LEASE,3,8,3,0,366387042,3652987552
604038480,b744c876e632dbdd,72,SET,1,9,0,172800,2777918327,2117525791
604038480,b744c876e632dbdd,72,GET,1,0,0,0,2777918327,2117525791
604038480,1d5b3d6f0689a532,98,GET,1,257,1,0,2777918327,4180585383
604038480,1d5b3d6f0689a532,98,GET,1,257,1,0,2777918327,4180585383
604038480,1d5b3d6f0689a532,98,GET,1,257,1,0,2777918327,4180585383
604038480,d99940798c93c1bf,74,GET,12,101,12,0,366387042,3112790321
604038480,db22984aa8343170,70,SET,1,17,0,1542,447745379,3846836409
604038480,db22984aa8343170,70,GET,1,0,0,0,447745379,3846836409
604038480,6575417743577f66,25,GET_LEASE,1,10,1,0,813174717,813174717
604038480,47868f45657558b7,26,GET_LEASE,2,201,2,0,55110821,3041126167
604038480,6da568fe908d32e4,46,GET_LEASE,1,103,1,0,366387042,2497741817
604038480,ef492ce437b9f98b,62,SET,3,553,0,7200,2777918327,3332731928
604038480,ef492ce437b9f98b,62,GET,8,706,8,0,2777918327,3332731928
604038480,ef492ce437b9f98b,62,GET,9,706,9,0,2777918327,4180585383
604038480,aaed21448f27359f,81,GET,5,1252,5,0,2777918327,4180585383
604038480,67ab435e366ce608,69,GET_LEASE,1,8,1,0,366387042,1803116819
604038480,a4dbad6e58a1b73b,55,GET,1,13198,1,0,2777918327,3041126167
604038480,feec88d5f1df2383,45,GET,1,10,1,0,851344651,851344651
604038480,1ee898b390ec562a,69,GET,4,8,4,0,366387042,3161766633
604038480,9e29b9c80f9c669d,77,GET,3,2165,3,0,2777918327,2497741817
604038480,9e29b9c80f9c669d,77,GET,2,2165,2,0,2777918327,2497741817
604038480,5a044dbf78a1593b,70,GET,1,65,1,0,2777918327,4180585383
604038480,af6bce2725eeb7d9,18,GET,1,9,1,0,3846836409,3846836409
604038480,844734011770542b,120,SET_LEASE,1,2970,0,3264,2237575016,356495811
604038480,844734011770542b,120,GET_LEASE,1,0,0,0,2237575016,356495811
604038480,4cf73b49db1d3b51,66,GET,2,0,0,0,2777918327,699950563
604038480,f1d3c6e903c93993,97,GET,2,192,2,0,366387042,2497741817
604038480,c2e10f9d1808df0a,71,SET,1,9,0,172800,2777918327,2117525791
604038480,3041c09d0ebe98a8,65,GET,42,12,42,0,366387042,2412996754
604038480,7a4e28ac7aa0cb2d,72,GET,3,9639,3,0,2777918327,4180585383
604038480,aa4d833edc2f3394,38,GET_LEASE,1,8,1,0,366387042,244205407
604038480,dc682f1d88c57df1,78,GET,1,431,1,0,2777918327,4180585383
604038480,d4c0a89f85527e76,106,SET,1,46,0,10800,2777918327,4180585383
604038480,d4c0a89f85527e76,106,GET,1,0,0,0,2777918327,4180585383
604038480,3ac06f3b2f9e9952,83,SET_LEASE,1,8,0,14400,366387042,3777769885
604038480,3ac06f3b2f9e9952,83,GET_LEASE,1,0,0,0,366387042,3777769885
604038480,8de7fb1179c15f8d,70,SET,1,27,0,600,366387042,4180585383
604038480,8de7fb1179c15f8d,70,GET,1,0,0,0,366387042,4180585383
604038480,8c90217b614e9789,74,SET,1,13,0,172800,2777918327,3777769885
604038480,8c90217b614e9789,74,GET,1,0,0,0,2777918327,3777769885
604038480,2f7b98cc4dd3d97a,51,SET,1,8,0,14400,366387042,1160131167
604038480,2f7b98cc4dd3d97a,51,GET,1,0,0,0,366387042,1160131167
604038480,417237ba8378e5ec,62,GET,11,8,11,0,366387042,1160131167
604038480,2e2bd0b50d013593,39,GET_LEASE,1,674,1,0,366387042,2746205470
604038480,b9f2ef3d061cc921,56,GET,1,0,0,0,844099740,4180585383
604038480,7929c23d6aeb1a72,78,GET,1,47,1,0,2777918327,2497741817
604038480,5e394cb592070113,88,GET,4,8,4,0,2777918327,4180585383
604038480,0c628fcb432ebee2,70,SET,1,4649,0,240,2777918327,4180585383
604038480,0c628fcb432ebee2,70,GET,1,0,0,0,2777918327,4180585383
604038480,aedde047a3933108,77,GET,15,154,15,0,2777918327,2497741817
604038480,aedde047a3933108,77,GET,8,154,8,0,2777918327,2497741817
604038480,50149ac3aaac1cd1,24,GET_LEASE,2,12,2,0,2334457906,2334457906
604038480,aedde047a3933108,77,GET,12,154,12,0,2777918327,2497741817
604038480,aedde047a3933108,77,GET,13,154,13,0,2777918327,2497741817
604038480,39abf17f473566ff,88,GET,4,8,4,0,2777918327,4180585383
604038480,ae6dd5766e3c65ed,86,GET_LEASE,133,23,133,0,366387042,2117525791
604038480,ae6dd5766e3c65ed,86,GET,60,23,60,0,366387042,1488183161
604038480,ada5dd6d23e86849,59,GET_LEASE,1,0,0,0,366387042,3777769885
604038480,d328684fed4d8178,67,GET,1,8,1,0,366387042,3777769885
604038480,7926d24ddd6f3401,56,GET,6,15,6,0,366387042,4180585383
604038480,e8b47ab5c48fe566,81,GET,1,8,1,0,366387042,4180585383
604038480,ad75336b298ac1d1,63,GET,4,594,4,0,366387042,3777769885
604038480,144345e68a4378c0,91,SET,1,51,0,10800,2777918327,2497741817
604038480,144345e68a4378c0,91,GET,1,0,0,0,2777918327,2497741817
604038480,7c6dfca0c9510d2c,68,GET,7,323,7,0,366387042,3161766633
604038480,41de0f6f63976c93,34,GET_LEASE,3,120,3,0,2825482161,2825482161
604038480,9babeae4b1bf7800,50,SET,1,341,0,86400,393203707,393203707
604038480,6e13bc7d9cf0e5f4,54,GET,1,90,1,0,366387042,262840686
604038480,d9b90a60bfd56a46,69,GET,20,329,20,0,366387042,3161766633
604038480,d9b90a60bfd56a46,69,GET,20,329,20,0,366387042,3161766633
604038480,d9b90a60bfd56a46,69,GET,19,329,19,0,366387042,3161766633
604038480,a0c3cc7516215c10,81,GET,2,57,2,0,366387042,393203707
604038480,528ea41e80cdb974,84,SET,1,9,0,28800,4281500190,4281500190
604038480,528ea41e80cdb974,84,GET,1,0,0,0,4281500190,4281500190
604038480,67fe0470fedadbbd,63,GET_LEASE,1,8,1,0,366387042,3243720305
604038480,40a961bf1a782969,62,GET,2,503,2,0,2777918327,831848640
604038480,40a961bf1a782969,62,GET,5,503,5,0,2777918327,831848640
604038480,34a3f266e23abf11,62,GET,5,88,5,0,366387042,4180585383
604038480,02965e830c04bb53,58,GET_LEASE,4,8,4,0,366387042,2497741817
604038480,923e041b4f95773e,109,GET,1,88,1,0,2777918327,4180585383
604038480,e404b750779619fe,70,SET,1,1676,0,240,2777918327,4180585383
604038480,e404b750779619fe,70,GET,1,0,0,0,2777918327,4180585383
604038480,749ab7237b8d0372,47,GET_LEASE,6,10,6,0,176962275,176962275
604038480,004e75a2b54485a1,50,GET,1,8,1,0,366387042,3243720305
604038480,15edf7b78f054523,57,GET,1,13,1,0,366387042,4180585383
604038480,18701b6233def2e8,78,GET,29,5243,29,0,2777918327,4180585383
604038480,18701b6233def2e8,78,GET,22,5243,22,0,2777918327,4180585383
604038480,18701b6233def2e8,78,GET,26,5243,26,0,2777918327,4180585383
604038480,18701b6233def2e8,78,GET,25,5243,25,0,2777918327,4180585383
604038480,87471482c3e55cef,60,GET,1,275,1,0,366387042,4180585383
604038480,7989053ae0d8d777,79,GET,4,74,4,0,2777918327,2497741817
604038480,7df99964747904bc,68,GET,111,994,111,0,366387042,4180585383
604038480,7df99964747904bc,68,GET,87,994,87,0,366387042,4180585383
604038480,7df99964747904bc,68,GET,78,994,78,0,366387042,4180585383
604038480,7df99964747904bc,68,GET,69,994,69,0,366387042,2497741817
604038480,7df99964747904bc,68,GET,68,994,68,0,366387042,2497741817
604038480,7df99964747904bc,68,GET,72,994,72,0,366387042,4180585383
604038480,7df99964747904bc,68,GET,59,994,59,0,366387042,2497741817
604038480,063a7b11db7c64f2,56,GET,1,403,1,0,366387042,3699478495
604038480,6625de84e6a6a9f9,42,GET,6,1237,6,0,366387042,2215280288
604038480,6625de84e6a6a9f9,42,GET,5,1237,5,0,366387042,393203707
604038480,6625de84e6a6a9f9,42,GET,9,1237,9,0,366387042,2576450333
604038480,e499b106decf4ad3,68,SET,1,11,0,7200,2777918327,810678107
604038480,e499b106decf4ad3,68,GET,1,0,0,0,2777918327,810678107
604038480,743511191dde36e2,62,SET,1,229,0,7200,2777918327,4180585383
604038480,743511191dde36e2,62,GET,2,167,2,0,2777918327,4180585383
604038480,743511191dde36e2,62,SET,1,167,0,7200,2777918327,4180585383
604038480,743511191dde36e2,62,GET,2,157,2,0,2777918327,4180585383
604038480,8e31e5754157829c,62,GET,1,8,1,0,366387042,3777769885
604038480,e6641d3ca15a15a3,38,GET_LEASE,1,99489,1,0,1498966234,1498966234
604038480,3e592f11a30742e9,26,GET_LEASE,7,21,7,0,1635204693,4129791714
604038480,8817036cb0e13638,60,SET_LEASE,1,113,0,14400,366387042,2497741817
604038480,8817036cb0e13638,60,GET_LEASE,1,0,0,0,366387042,2497741817
604038480,01d3ff3105850929,81,GET,1,1455,1,0,2777918327,4180585383
604038480,d79026e7d8193237,65,SET,1,829,0,7200,2777918327,664749714
604038480,d79026e7d8193237,65,GET,1,0,0,0,2777918327,664749714
604038480,d79026e7d8193237,65,GET,1,829,1,0,2777918327,664749714
604038480,56690b64d7f399be,77,GET,17,7562,17,0,2777918327,4180585383
604038480,80d83330b4776bcc,57,GET,4,11746,4,0,366387042,655955619
604038480,80d83330b4776bcc,57,GET,4,11746,4,0,366387042,4180585383
604038480,007d0e7826a9511e,73,GET,1,0,0,0,2777918327,4180585383
604038480,49f9f49c08acc56d,47,GET,1,106,1,0,2777918327,4180585383
604038480,49f9f49c08acc56d,47,GET,2,106,2,0,2777918327,4180585383
604038480,49f9f49c08acc56d,47,GET,2,106,2,0,2777918327,4180585383
604038480,15e4c6b74d8bcf7e,49,SET,1,742,0,1800,393203707,393203707
604038480,15e4c6b74d8bcf7e,49,GET,1,0,0,0,393203707,393203707
604038480,ae0fba4f396bb8c6,41,SET,1,63,0,3600,4047016205,4047016205
604038480,b2831dc4de7afa9e,84,GET_LEASE,1,9,1,0,366387042,4101502397
604038480,b2831dc4de7afa9e,84,SET_LEASE,1,9,0,3600,366387042,4101502397
604038480,b2831dc4de7afa9e,84,GET_LEASE,1,0,0,0,366387042,4101502397
604038480,4c30f5bf61817edb,53,GET_LEASE,3,87,3,0,366387042,1071628818
604038480,a9498989ff3c8f14,74,SET,1,13,0,172800,2777918327,3777769885
604038480,a9498989ff3c8f14,74,GET,1,0,0,0,2777918327,3777769885
604038480,e42cdec565404647,57,GET_LEASE,3,122,3,0,366387042,4180585383
604038480,4c3f582b1d043e6d,79,GET,12,55,12,0,2777918327,2497741817
604038480,908b0d7a0771b255,30,GET_LEASE,210,196,210,0,3836252584,2497741817
604038480,d7f457f6f007245f,95,GET,1,375,1,0,2777918327,4180585383
604038480,2844f0d47ae60f46,91,GET,1,0,0,0,2777918327,2497741817
604038480,7950f77934964054,72,GET,1,0,0,0,2777918327,4180585383
604038480,7a954df9cda3d8f4,70,GET,1,47,1,0,2777918327,2497741817
604038480,caf4258a7e688f24,80,GET,1,241,1,0,2777918327,1638762104
604038480,db7a66089082a297,84,GET,2,8,2,0,2777918327,4180585383
604038480,018e0df4987d4ea9,95,SET_LEASE,1,60,0,1,3238598104,1960223364
604038480,018e0df4987d4ea9,95,GET_LEASE,1,0,0,0,3238598104,1960223364
604038480,5cdaae0637fd3bb6,68,GET,3,127,3,0,366387042,3161766633
604038481,3ef8e6b5b5aa03c3,77,GET,9,41,8,0,2777918327,2497741817
604038481,82131353f9ddc8c6,48,GET,4,87,4,0,366387042,3003229276
604038481,82131353f9ddc8c6,48,GET,4,87,4,0,366387042,3003229276
604038481,9cef6ca676ecc617,77,GET,3,465,3,0,2777918327,2497741817
604038481,1f2842eeafaf0f50,53,SET_LEASE,1,15,0,14400,366387042,3511389113
604038481,1f2842eeafaf0f50,53,GET_LEASE,1,0,0,0,366387042,3511389113
604038481,72baa4484ddd2090,25,GET_LEASE,1,10,1,0,813174717,813174717
604038481,12a886041fc9ac44,41,GET_LEASE,1,10,1,0,3112790321,3112790321
604038481,24a589c2a57cfd1c,79,GET,1,55,1,0,2777918327,2497741817
604038481,5cae9525c962a0c7,95,SET_LEASE,1,8,0,0,1194081764,3112790321
604038481,5cae9525c962a0c7,95,GET_LEASE,1,0,0,0,1194081764,3112790321
604038481,86ffcdf1353ac7a1,58,GET,1,9,1,0,2777918327,4180585383
604038481,0dde208ee1f1d3a9,81,GET,15,8,15,0,366387042,2746205470
604038481,f9761217964a9c71,73,SET_LEASE,1,704,0,54,3432171485,943781474
604038481,f9761217964a9c71,73,GET_LEASE,1,0,0,0,3432171485,943781474
604038481,d593dfb8cb6ca05d,38,SET,1,40,0,5,366387042,1803116819
604038481,d593dfb8cb6ca05d,38,GET,1,0,0,0,366387042,1803116819
604038481,01186ec5722153ca,110,SET,1,32,0,21600,2777918327,4180585383
604038481,01186ec5722153ca,110,GET,1,0,0,0,2777918327,4180585383
604038481,8a4d69392342836b,66,SET,3,205,0,86400,2777918327,813174717
604038481,8a4d69392342836b,66,GET,6,205,6,0,2777918327,813174717
604038481,77102991af7ca3c6,62,GET,8,405,8,0,2777918327,4180585383
604038481,77102991af7ca3c6,62,SET,1,405,0,7200,2777918327,2497741817
604038481,83e46c2c4b242633,55,GET,1,1843,1,0,366387042,2497741817
604038481,77102991af7ca3c6,62,GET,8,405,8,0,2777918327,2497741817
604038481,d75f54fb24947973,51,GET_LEASE,6,8,6,0,366387042,3652987552
604038481,3b9f92c9ef3718fb,48,GET,1,673,1,0,366387042,2117525791
604038481,3b9f92c9ef3718fb,48,GET,1,673,1,0,366387042,2117525791
604038481,b71294c298a2fd11,43,GET,1,117,1,0,2506145683,2559274477
